stage,Epithelial,Erythroid,Germ,Immune,Muscle,Other,Secretory,Stromal
3Month,1.46,0,0.1,0.1,0.1,0,0,0.1
22Month,7.79,0.14,0.41,0.55,0.14,0.14,0.14,0.41
