stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,5,0,3
72hpf,1.41,0,0,0.56,16.07,3.95
21Day,2.96,0.37,1.11,2.59,13.69,4.07
