stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,0,1,3
72hpf,0.56,0.28,0,0,0,0.28,0.85
21Day,0.74,0.37,0,0,0,0,3.33
3Month,1.46,1.77,0.1,12.79,0.94,0.31,0.42
22Month,2.46,0,0,1.09,0,0,0
