stage,Epithelial,Germ,Immune,Muscle,Neuron
24hpf,1,0,0,0,0
72hpf,0.85,0,0,0.28,1.13
21Day,1.48,0,0,0,0.37
3Month,2.29,0.21,0.21,0,0.1
22Month,0.27,0,0,0,0
