stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,1
72hpf,0.28,0,0.28,3.1,0,0
21Day,0.74,0.37,0.37,4.07,0,0.74
3Month,0.52,0,0,0.62,0.1,0.1
22Month,1.78,0.68,0,0.27,0,0.14
