stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,6,0,0
72hpf,0.28,0,0,1.13,0.28,0
21Day,0,0,0,1.11,0,1.48
3Month,0.94,2.39,0.1,0,0,0.42
22Month,0.55,0,0,0,0,0.14
