stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,13.81,0,0,0
21Day,0.37,1.85,0.74,0.74,71.04,0,0.37,1.85
3Month,0,0,0,0.1,0.1,0,0.1,0
22Month,0,1.78,0,1.5,48.37,0.41,0,0.14
