stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,0,0,0,3,0
72hpf,0,0,0,0.56,0.28
21Day,0,0.74,0,0,1.11
3Month,0.21,0,0.1,0,0.1
