stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,36,0,0,2,3,0,1
72hpf,0,0.56,0,0,0,5.36,0,0.28
21Day,0,1.85,0,0,0,0.74,0,0
3Month,0,1.87,0.31,0.83,0,0,0,0.1
22Month,0,7.24,0.14,0.96,0.27,0,0.14,0.14
