stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,0
21Day,0,0,0,0.37,0,0.37
3Month,0.62,1.98,0.21,0,0.1,0
22Month,0.41,0,0,0,0,0
