stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,1,0,0,0
72hpf,0,0,0,0,0,0.28,0,0,0
21Day,0,1.48,0,0.74,0,0,0,0,0
3Month,0,4.47,0.1,5.1,0.83,0,0,0.31,0.31
22Month,0.14,6.01,0,1.64,1.09,0.27,0.27,0.14,0.55
