stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0.56,0,0,0,0,0.28,0
21Day,0.74,0.37,0,0,0,0.74,0.37
3Month,1.35,0.1,0.31,0.21,0.1,0.21,0.31
22Month,4.1,0,0,0.55,0,0,0.55
