stage,Epithelial,Germ,Immune,Neuron
24hpf,0,0,1,6
72hpf,0.28,0,0,0.56
21Day,1.85,0.74,0.37,4.44
3Month,1.87,0.42,0.31,0.1
22Month,0.27,0.41,0,0
