stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,1,1,7,2,0,3
72hpf,1.13,0,0,0,1.69,0,0.28,0.85
21Day,0.37,0.74,0.37,0.37,0.37,0,0,1.11
3Month,0.1,0,0.1,0,0,0,0,0
22Month,0.68,0,0.27,0,0.14,0,0,0.55
