stage,Epithelial,Erythroid,Immune,Muscle,Neuron
24hpf,0,0,7,0,1
72hpf,0.56,0.28,0.28,0,0.56
21Day,2.59,0,2.22,0.37,0.37
3Month,0.1,0,0.1,0,0
22Month,0.27,0,0.14,0,0
