stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,1,0,7,0
72hpf,0.28,0.28,0,0,0,0.28,0.56
21Day,0.37,0,0,0,0,0.74,0.37
3Month,0.94,0,0.42,0.21,0.21,0,0
22Month,0.55,0,0,0,0,0,0
