stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0.28,0,0,0,0,0,0,0
21Day,0,1.48,0.37,0,0.37,0.37,0.37,0.37,0
3Month,0.1,2.08,0,0.1,0.1,0.1,0.1,0.1,0.21
22Month,0,1.09,0,0,0.14,0,0,0,0
