stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,0,0,1
72hpf,0,0,0,0,0,0,5.64,0.28,0
21Day,0,0.37,0,0,0.37,0,27.38,0,0.74
3Month,0,5.3,0,0.1,0.62,0,0,0,0
22Month,0.14,14.35,0.27,0.14,1.23,0.14,0.27,0.41,0.14
