stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0.56,0.28,0,0,0
21Day,2.59,2.22,0,19.24,2.96,0,1.48,1.11
3Month,2.7,0.1,1.25,15.29,0.1,0,0.52,1.04
22Month,1.5,0,0,8.61,0,0.27,0,0.14
