stage,Epithelial,Germ,Muscle,Neuron,Secretory,Stromal
24hpf,5,0,0,3,0,9
72hpf,5.07,0,0,1.41,0.28,0.56
21Day,1.11,0.37,2.22,1.85,0,0.74
3Month,0,0.42,0,0,0,0
22Month,0.68,0.27,0,0.14,0,0.14
