stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,1,0,3,0,0,0
72hpf,1.69,0,0.28,0.28,41.43,0,0.56,0.85
21Day,6.66,0,0,0.37,12.95,0,0.37,0.74
3Month,0.94,0,0.42,0,0.21,0,0.31,0.31
22Month,5.19,0.14,0.27,0,1.09,0.14,0.55,0.14
