stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,4,0,1
72hpf,0,0.28,0,0,0,0.56,0,0
21Day,0.74,0.74,0,0,0,2.22,0,0.74
3Month,3.85,0,0.21,0.83,0.1,0.1,0,0.21
22Month,7.79,0,0,0.14,0,0,0.41,0.27
