stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,21,139,1,0,22,9,313,6,0,128
72hpf,7.89,94.14,5.36,0,3.66,9.86,82.02,2.54,1.69,67.93
21Day,3.33,120.62,27.38,1.48,28.49,21.83,41.44,0,6.66,76.96
3Month,12.27,428.45,5.2,115.35,79.68,17.27,10.92,0.42,12.69,65.01
22Month,8.88,207.43,3.69,10.11,83.36,6.97,8.2,12.3,5.6,40.04
