stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,2,0,0,1,1,18,1,2
72hpf,0,0,0.28,0,0,3.95,0,0.85
21Day,0.37,1.48,0,0.37,0,2.59,0,0.74
3Month,0,0,0.42,0,0,0,0,0
22Month,0.27,0,0,0.14,0,0,0,0
