stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,1,0,0
72hpf,0.28,0,0,1.41,0.56
21Day,0.37,0,0,0.74,0.37
3Month,0.21,0.1,0,0,0
