stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,2,0,0,0
72hpf,0.28,0,0,0,0,0.28,0,0,0
21Day,0,0,0.37,0.37,0,0,0,0.37,1.11
3Month,0.1,1.04,0,1.66,0.1,0,0,0,0
22Month,0,1.23,0,1.91,0,0,0.27,0.14,0
