stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,1,0
72hpf,0.28,0.28,0,0,0,0.85,0
21Day,1.11,0.37,0,0.37,0,0.37,1.11
3Month,1.77,0,0.31,0.94,0.52,0,0.31
22Month,0.68,0.14,0,0.14,0.14,0,0
