stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,1,5,0,0
72hpf,0,0,0,0,0,0.56,0,0.85
21Day,0.37,3.7,0,0.37,0,0,0,1.11
3Month,0.1,2.18,2.18,1.04,0.1,0,0.1,0
22Month,0.14,0.55,0.68,0.27,0,0,0,0
