stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,33,1,1
72hpf,0.85,0.28,0,42.28,9.86,0.28
21Day,1.48,0.74,0.74,68.45,2.22,1.48
