stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,1,0,0
72hpf,0,0.28,0,0,0,1.41,0,0,0.28
21Day,0.37,1.85,0.37,0.37,0,1.11,0,0,0.74
3Month,0,2.91,0.1,0.73,0.21,0,0,0,0.31
22Month,0,6.15,0,0.82,0,0,0.14,0.14,0
