stage,Epithelial,Germ,Immune,Muscle,Secretory,Stromal
72hpf,0,0,0,0.28,0,0
21Day,1.11,0,0,0,0,0
3Month,0.73,0.1,0.21,0,0,0
22Month,1.09,0.27,0,0,0.14,0.14
