stage,Epithelial,Immune,Neuron,Stromal
24hpf,2,2,12,0
72hpf,2.82,0,0.85,0.56
21Day,5.92,3.33,0.37,2.22
3Month,1.25,0.62,0,0
22Month,1.37,0.41,0,0
