stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,1,0,0,0
72hpf,0.28,0,0,0.85,0,0,0.28
21Day,0,0,0,0.37,0,0.37,0
3Month,5.41,0,0.1,0,0.21,0.1,0.42
22Month,10.52,0.55,0.82,0,0.27,0.14,0
