stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,3,0,0
72hpf,0.28,0,0,0.56,0,0
21Day,0.37,0.37,0.37,0.37,0.37,0.74
