stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0.28,0,0,0,4.79,0,0.28,0
21Day,0,0,0,0,5.92,0,0.37,0.37
3Month,2.18,4.78,0.1,0.31,0,0,0,0.1
22Month,5.06,0,0.41,0,0,0.27,0,0
