stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,2.54,0.28,0
21Day,1.11,0.37,0,0,1.85,1.48,0
3Month,1.66,16.23,0.42,0.1,0.1,0.21,0.42
22Month,0.27,1.64,0.41,0.14,0.14,0,0
