stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,10,1,0
72hpf,0.28,0.28,0,0,7.89,0,0.28
21Day,0,0.37,0,1.11,4.81,0,0
3Month,0,0.52,0.42,0.94,0.1,0,0.1
22Month,0,0.82,0,0.41,0.14,0,0.14
