stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,1,0,3,2
72hpf,0.85,0,0,0.28,0.28,4.23,0.85
21Day,1.48,0.37,0,2.22,0.37,4.44,0.37
3Month,2.81,0.1,2.5,0.73,0.1,0.31,0.31
22Month,2.05,0,0.27,0.55,0,0,0.27
