stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,0,0,3,0,0,0,0,0
72hpf,0.28,0,0,0,0,0.28,0,0,0
21Day,1.85,1.85,0,8.51,0.74,0,0,0.74,0.37
3Month,3.85,0.21,0.83,16.95,5.82,0.1,0,0.83,0.83
22Month,3.83,0.14,0,12.57,3.55,0.14,0.27,0.96,0.14
