stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,24,0,2,0,1
72hpf,0,0.56,0,0,0.85,0,0.28,0,0
21Day,0,1.11,1.11,0,7.77,0,0.74,0.37,0
3Month,0.1,2.29,0.21,1.66,22.78,0.1,0.31,0.42,0.52
22Month,0.14,0.82,0.27,0,19.27,0,0.14,0,0.41
