stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,0,0,0,3,1,1
72hpf,0.28,0,0,1.13,19.17,0,0.28
21Day,0.37,0,0,0,2.22,0,0
3Month,0.21,0.1,0.21,0,0,0,0
22Month,0.27,0.55,0.14,0,0.14,0,0
