stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,2,0,0,1,0,0
72hpf,0,0.56,0,0,1.13,0,0.85
21Day,0.37,0,0.37,0,0.74,0,0.74
3Month,0,0.31,6.35,0.31,0,0.1,0.21
22Month,0,0.27,1.09,0.14,0,0,0.14
