stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,5,0,0,0,6,0,6
72hpf,9.3,0,0,0.28,14.94,0,2.82
21Day,1.48,0,0,0.37,9.62,0,2.59
3Month,4.06,1.35,0.52,0.62,0.73,0,1.25
22Month,2.05,1.78,0.27,0,0.55,0.41,0.14
