stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,0,0,1,0
72hpf,1.97,40.02,14.94,2.82,8.17,174.75,0.85,16.35,42.84
21Day,3.33,96.94,37.37,29.6,19.98,93.98,0.74,28.12,81.4
