stage,Epithelial,Erythroid,Immune,Neuron,Other,Stromal
72hpf,1.69,0.28,0,1.69,0.28,0.85
21Day,7.4,0,0.37,1.48,0.37,2.22
3Month,0.94,0,0,0,0,0
22Month,3.83,0,0.14,0,0.14,0
