stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,13,0,1,0,19,0,0,7
72hpf,5.07,12.4,0,0.56,1.97,7.33,0,0,30.16
21Day,0.74,4.07,0,3.33,3.7,3.7,0,1.11,24.05
3Month,0.94,3.85,0.21,0.73,1.04,0.1,0,0,1.35
22Month,0.27,5.33,0,1.64,0.27,0,0.27,0,0.96
