stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,0,0
72hpf,0.85,0.28,0.28,0,24.8,0,0.56
21Day,2.22,0.37,0.74,1.11,24.42,0.74,0.74
3Month,0.21,0,0,0.1,0,0,0
22Month,0.27,0,0.14,0,0,0,0
