stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,3,0,0
72hpf,0.28,0,0,0.56,0,0
21Day,1.48,0,0,1.11,0,0
3Month,1.04,0.1,0.1,0,0.1,0.1
22Month,1.09,0,0,0,0,0
