stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,17,0,0
72hpf,0.85,0,0,8.74,0,0.56
21Day,0.37,0,0,5.92,0,0
3Month,0.94,0.83,0.62,0.62,0,0
22Month,0.41,0.27,0,0.27,0.41,0
