stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,5,0,0,3
72hpf,0,0.56,0.28,0,0,14.94,0,0,2.25
21Day,0,0,0,0,0.74,12.21,0.37,0.37,2.59
3Month,0,0.1,0,0,0.1,0,0,0,0.31
22Month,0.27,0.41,0,0.27,0,0,0.14,0.14,0.14
