stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,0,1,0,0
21Day,0,0,0,0,0,0,0,0.74
3Month,0.1,5.62,0.1,0.21,0.1,0,0,0.31
22Month,0,0.14,0,0,0.27,0,0.14,0
