stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,3,0,0,0,0,18,3
72hpf,0.56,0,0,0,0.28,5.07,1.13
21Day,2.59,0.74,0,0,0,1.11,2.22
3Month,1.25,0.1,3.22,0.42,0,0.1,0
