stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,6,0,0,0,1,0,0,0,0
72hpf,6.76,0,0,0,0.28,1.13,0,0,0.28
21Day,14.06,0,0,1.11,0,0,0,0,0.37
3Month,35.05,0.31,0.73,0.94,0.21,0,0,0.1,0.31
22Month,7.11,0,0.82,0.27,0,0,0.82,0,0.27
