stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,1,0,1
72hpf,0.28,0,0,1.69,0,0.56
21Day,0.37,0,0,0,0,0.74
3Month,0.52,1.66,0.1,0,0,0.1
22Month,0.41,0,0,0,0.14,0.14
