stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0.28,0,0,0
3Month,1.77,0.31,0.1,0,0,0,0.21
22Month,2.87,0.14,0,0,0.14,0.14,0
