stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,3,0,0,0,0,28,0,6
72hpf,0,0.85,0,0,0,0.28,3.95,0,1.41
21Day,0.37,0.74,2.22,0,0.74,1.11,5.55,0,1.11
3Month,0,0.83,0,0.83,0.1,0,0,0.1,0
22Month,0,0.41,0,0.55,0,0,0,0,0
