stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
21Day,0,0.37,0,0,0.74,0,0,0
3Month,0,2.39,0,0,0.62,0.42,0.1,0
22Month,0.14,2.46,0.14,0.14,0.55,0.41,0.14,0.14
