stage,Endothelial,Epithelial,Immune,Neuron,Stromal
24hpf,2,2,0,15,2
72hpf,0,0.56,0,3.66,1.69
21Day,0,1.48,0.74,1.48,0.74
3Month,0,0.42,0.1,0,0.1
22Month,0,0.27,0,0,0
