stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,10,0,0,0
72hpf,0,0,0,0,7.33,0,0.28,0.85
21Day,2.22,0.37,0,0,1.48,0,0,1.11
3Month,1.46,0,0.31,0.21,0,0.1,0.1,0
22Month,4.1,0.14,0,0,0.27,0.68,0.14,0
