stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,1,0,3,3,0
72hpf,0.85,0,0.85,2.25,0
21Day,0.37,0,1.11,1.48,0
3Month,4.06,0.42,1.56,0,0
22Month,1.5,0,0.82,0,0.14
