stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,0,0,0,1,1,0
72hpf,0,0,0,0,1.97,0,0
21Day,1.48,0,0,0,1.11,0,0
3Month,1.98,0.21,0.21,0,0,0,0.42
22Month,0.55,0,0,0.14,0,0,0
