stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
21Day,0.37,0.37,0,5.92,0.37,0
3Month,1.77,0,0.21,8.22,0.1,0.1
22Month,2.05,0,0,0.14,0,0
