stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,0,22,0,0,0
72hpf,0,0,0,0,0,3.95,0,0,0
21Day,0,0.37,0,0.37,0.74,4.07,0,0,0
3Month,0.1,3.95,0.1,19.66,8.01,0.1,0,0.31,0.42
22Month,0,5.88,0,0.55,4.92,0.14,0.27,0.14,0.27
