stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1
72hpf,0.28,0.28,0,5.92,0,0
21Day,0.74,0.74,0,7.4,0.37,0.74
3Month,1.14,0,0.21,0,1.25,0
22Month,1.09,0,0.14,0,0.55,0
